target,Comments,Tokenize_review
Neutral,chris loves borderlands one and two,"['chris', 'loves', 'borderlands', 'one', 'two']"
Negative,eamaddennfl this game trash pick,"['eamaddennfl', 'game', 'trash', 'pick']"
Positive,congratulations our client diego scott co horizon being named week brand genius pick,"['congratulations', 'client', 'diego', 'scott', 'co', 'horizon', 'named', 'week', 'brand', 'genius', 'pick']"
Irrelevant,this fat juice son cracked bitch answer always your mother,"['fat', 'juice', 'son', 'cracked', 'bitch', 'answer', 'always', 'mother']"
Irrelevant,couture pub mobile best tikhon video funny moments elector ice hard ex,"['couture', 'pub', 'mobile', 'best', 'tikhon', 'video', 'funny', 'moments', 'elector', 'ice', 'hard', 'ex']"
Positive,favourite games god war red dead redemption unchanged rise the tomb raider,"['favourite', 'games', 'god', 'war', 'red', 'dead', 'redemption', 'unchanged', 'rise', 'tomb', 'raider']"
Neutral,nyxjacob thanks for entering grand summoned onepunchman instantwin sweepstakes watch the video see you won amazon gift card between every day for another chance win play global now for free one punch man unit,"['nyxjacob', 'thanks', 'entering', 'grand', 'summoned', 'onepunchman', 'instantwin', 'sweepstakes', 'watch', 'video', 'see', 'amazon', 'gift', 'card', 'every', 'day', 'another', 'chance', 'win', 'play', 'global', 'free', 'one', 'punch', 'man', 'unit']"
Positive,honestly super hoped for this next rainbow game season but donna miss old house,"['honestly', 'super', 'hoped', 'next', 'rainbow', 'game', 'season', 'donna', 'miss', 'old', 'house']"
Negative,ghostrecon you telling lights are bulletproof this game fix that shit,"['ghostrecon', 'telling', 'lights', 'bulletproof', 'game', 'fix', 'shit']"
Negative,love plantation general they always have type exclusive more than but the design not for all know get one eventually but emma hide that thing somehow when ll,"['love', 'plantation', 'general', 'always', 'type', 'exclusive', 'design', 'know', 'get', 'one', 'eventually', 'emma', 'hide', 'thing', 'somehow']"
Neutral,love speculative fiction win amazon giftcard this facebook twitter giveaway via sffbookbonanza display,"['love', 'speculative', 'fiction', 'win', 'amazon', 'giftcard', 'facebook', 'twitter', 'giveaway', 'via', 'sffbookbonanza', 'display']"
Positive,update actually finished odyssey wish the three longed questline structure was communicated bit more clearly but that game lot fun once hits its stride status,"['update', 'actually', 'finished', 'odyssey', 'wish', 'three', 'longed', 'questline', 'structure', 'communicated', 'bit', 'clearly', 'game', 'lot', 'fun', 'hits', 'stride', 'status']"
Negative,they had lawsuit over the opiates and the baby powder scandal would they trust,"['lawsuit', 'opiates', 'baby', 'powder', 'scandal', 'would', 'trust']"
Positive,actually really liked assassin creed,"['actually', 'really', 'liked', 'assassin', 'creed']"
Negative,looked feel like amazon always charging random amounts for shit didn buy,"['looked', 'feel', 'like', 'amazon', 'always', 'charging', 'random', 'amounts', 'shit', 'buy']"
Neutral,ingameleader social enterprise that uses exports help risk youth get off the streets improve their mental health throw some love their way following them exports so leagueoflegends followtheingameleader,"['ingameleader', 'social', 'enterprise', 'uses', 'exports', 'help', 'risk', 'youth', 'get', 'streets', 'improve', 'mental', 'health', 'throw', 'love', 'way', 'following', 'exports', 'leagueoflegends', 'followtheingameleader']"
Positive,after playing today donna just say worlds edge better map than king canyon playapex apexlegends,"['playing', 'today', 'donna', 'say', 'worlds', 'edge', 'better', 'map', 'king', 'canyon', 'playapex', 'apexlegends']"
Positive,that johnson johnson leave conditioned works good as really defined baby hair,"['johnson', 'johnson', 'leave', 'conditioned', 'works', 'good', 'really', 'defined', 'baby', 'hair']"
Neutral,amazing deal for you novo legion gen inter core inch gazing lawton skin for just from amazon shop now,"['amazing', 'deal', 'novo', 'legion', 'gen', 'inter', 'core', 'inch', 'gazing', 'lawton', 'skin', 'amazon', 'shop']"
Neutral,you have idea how ready for this give twisted fate legendsofruneterra leagueoflegends,"['idea', 'ready', 'give', 'twisted', 'fate', 'legendsofruneterra', 'leagueoflegends']"
Neutral,watch the new plantation demon souls trailer the new,"['watch', 'new', 'plantation', 'demon', 'souls', 'trailer', 'new']"
Irrelevant,words gratitude trevorphilipsstanaccount love how the ta tumbler random particular has been creating through talented and beautiful artistic material fancies and interesting and deep debates complex and rich study the,"['words', 'gratitude', 'trevorphilipsstanaccount', 'love', 'ta', 'tumbler', 'random', 'particular', 'creating', 'talented', 'beautiful', 'artistic', 'material', 'fancies', 'interesting', 'deep', 'debates', 'complex', 'rich', 'study']"
Positive,new project out later with everyone favorite hearthstone cult,"['new', 'project', 'later', 'everyone', 'favorite', 'hearthstone', 'cult']"
Neutral,azure microsoft unlocked the full potential the smart building ecosystem azure microsoft,"['azure', 'microsoft', 'unlocked', 'full', 'potential', 'smart', 'building', 'ecosystem', 'azure', 'microsoft']"
Negative,rockstargames left can open set fucking camp red dead redemption you need let ta die and fix passes off the the games been out for year and you haunt done shit,"['rockstargames', 'left', 'open', 'set', 'fucking', 'camp', 'red', 'dead', 'redemption', 'need', 'let', 'ta', 'die', 'fix', 'passes', 'games', 'year', 'haunt', 'done', 'shit']"
Neutral,praise and shame for facebook pray,"['praise', 'shame', 'facebook', 'pray']"
Neutral,facts bitch can even get that for ll,"['facts', 'bitch', 'even', 'get']"
Negative,enough this bullshit just give new splinter cell video game,"['enough', 'bullshit', 'give', 'new', 'splinter', 'cell', 'video', 'game']"
Positive,amazon has the coolest shit never thought needed just purchased these hooks that attach the passenger seat that you can hang your purse excited,"['amazon', 'coolest', 'shit', 'never', 'thought', 'needed', 'purchased', 'hooks', 'attach', 'passenger', 'seat', 'hang', 'purse', 'excited']"
Negative,eamaddennfl what with these player rating think your algorithm wrong,"['eamaddennfl', 'player', 'rating', 'think', 'algorithm', 'wrong']"
Irrelevant,ah man have zero friends twitter will tag secondyellowcrd great guy and great player,"['ah', 'man', 'zero', 'friends', 'twitter', 'tag', 'secondyellowcrd', 'great', 'guy', 'great', 'player']"
Neutral,rainbow game active the ranged,"['rainbow', 'game', 'active', 'ranged']"
Positive,bullshit excuse apple the real answer because they can get the cut microsoft subscription,"['bullshit', 'excuse', 'apple', 'real', 'answer', 'get', 'cut', 'microsoft', 'subscription']"
Positive,this man wholesome,"['man', 'wholesome']"
Positive,getting excited for theatre mode cold war when black op and black op had one and none all did shit with,"['getting', 'excited', 'theatre', 'mode', 'cold', 'war', 'black', 'op', 'black', 'op', 'one', 'none', 'shit']"
Irrelevant,formula aix formula big fan and will mean lot did fortunate surname fresh add,"['formula', 'aix', 'formula', 'big', 'fan', 'mean', 'lot', 'fortunate', 'surname', 'fresh', 'add']"
Positive,best game ever mrjcorbs playapex pick,"['best', 'game', 'ever', 'mrjcorbs', 'playapex', 'pick']"
Neutral,alight,['alight']
Negative,pub please sort out the game clashes,"['pub', 'please', 'sort', 'game', 'clashes']"
Neutral,coronavirus vaccine race gets desperate johnson johnson posts losses cases spike and,"['coronavirus', 'vaccine', 'race', 'gets', 'desperate', 'johnson', 'johnson', 'posts', 'losses', 'cases', 'spike']"
Positive,grand theft auto for good price quicksellgta,"['grand', 'theft', 'auto', 'good', 'price', 'quicksellgta']"
Positive,preordered eamaddennfl for plantation can wait,"['preordered', 'eamaddennfl', 'plantation', 'wait']"
Irrelevant,that cap this blank out everywhere,"['cap', 'blank', 'everywhere']"
Positive,playing world warrant much fucking fun can believe wasted much time playing games like cod fortunate this right here real man game,"['playing', 'world', 'warrant', 'much', 'fucking', 'fun', 'believe', 'wasted', 'much', 'time', 'playing', 'games', 'like', 'cod', 'fortunate', 'right', 'real', 'man', 'game']"
Positive,about pricking time,"['pricking', 'time']"
Positive,the khanjali the best tank ta online pick,"['khanjali', 'best', 'tank', 'ta', 'online', 'pick']"
Negative,done brow all stuff got corrupt and downloading game updated now support na bonne,"['done', 'brow', 'stuff', 'got', 'corrupt', 'downloading', 'game', 'updated', 'support', 'na', 'bonne']"
Neutral,man just left the horizon store see can get hands the pre order the razor the employee let hold the phone and lip and now never washing hands again can wait til the february get,"['man', 'left', 'horizon', 'store', 'see', 'get', 'hands', 'pre', 'order', 'razor', 'employee', 'let', 'hold', 'phone', 'lip', 'never', 'washing', 'hands', 'wait', 'til', 'february', 'get']"
Positive,annnnnnnd one more beautiful clutch rainbowsixsiege pick,"['annnnnnnd', 'one', 'beautiful', 'clutch', 'rainbowsixsiege', 'pick']"
Neutral,world warrant nonsense viewer,"['world', 'warrant', 'nonsense', 'viewer']"
Neutral,carts natural beautiful amethyst oval cochon gem via amazon,"['carts', 'natural', 'beautiful', 'amethyst', 'oval', 'cochon', 'gem', 'via', 'amazon']"
Negative,like the idea behind this and what stands for but don see this working,"['like', 'idea', 'behind', 'stands', 'see', 'working']"
Negative,holy shit,"['holy', 'shit']"
Negative,going have reinforce desk support this,"['going', 'reinforce', 'desk', 'support']"
Neutral,horizon has joined growing advertising boycott facebook over the social network handling hate speech and decision allow several contentions posts from donald tramp remain its platform,"['horizon', 'joined', 'growing', 'advertising', 'boycott', 'facebook', 'social', 'network', 'handling', 'hate', 'speech', 'decision', 'allow', 'several', 'contentions', 'posts', 'donald', 'tramp', 'remain', 'platform']"
Positive,had pretty amazing time streaming tonight pub was clot fun thanks everyone who came and hung out,"['pretty', 'amazing', 'time', 'streaming', 'tonight', 'pub', 'clot', 'fun', 'thanks', 'everyone', 'came', 'hung']"
Neutral,easy contest for chance win art book just fill out the goose do for chance win,"['easy', 'contest', 'chance', 'win', 'art', 'book', 'fill', 'goose', 'chance', 'win']"
Negative,the implication that seraphine has witnessed popping superb and thus superb are officially part league legends lore can this anymore only would something absurd fucking popping make into the carefully constructed lore billion dollar game,"['implication', 'seraphine', 'witnessed', 'popping', 'superb', 'thus', 'superb', 'officially', 'part', 'league', 'legends', 'lore', 'anymore', 'would', 'something', 'absurd', 'fucking', 'popping', 'make', 'carefully', 'constructed', 'lore', 'billion', 'dollar', 'game']"
Irrelevant,up bad she was not place wen up must rep decided loss last nov wen rep won something did disaster and integrity called question trust means lot disability benefit,"['bad', 'place', 'wen', 'must', 'rep', 'decided', 'loss', 'last', 'nov', 'wen', 'rep', 'something', 'disaster', 'integrity', 'called', 'question', 'trust', 'means', 'lot', 'disability', 'benefit']"
Positive,amazon best sellers best sports collectibles vantage football cards old sealed wax packs perfect for new collectors april,"['amazon', 'best', 'sellers', 'best', 'sports', 'collectibles', 'vantage', 'football', 'cards', 'old', 'sealed', 'wax', 'packs', 'perfect', 'new', 'collectors', 'april']"
Positive,really enjoying the new modernwarfare find very satisfying hitting little clips like this callofduty the build use dictator barrel tax laser tax wrap stock stopped grip slight hand,"['really', 'enjoying', 'new', 'modernwarfare', 'find', 'satisfying', 'hitting', 'little', 'clips', 'like', 'callofduty', 'build', 'use', 'dictator', 'barrel', 'tax', 'laser', 'tax', 'wrap', 'stock', 'stopped', 'grip', 'slight', 'hand']"
